county,species,month,hour,n_collisions,risk_score
Jämtlands,Moose,6,13,6,0.0272
Jämtlands,Moose,6,14,6,0.0272
Jämtlands,Moose,6,15,12,0.0598
Jämtlands,Moose,6,16,8,0.0380
Jämtlands,Moose,6,17,7,0.0326
Jämtlands,Moose,6,18,13,0.0652
Jämtlands,Moose,6,19,7,0.0326
Jämtlands,Moose,6,20,7,0.0326
Jämtlands,Moose,6,21,8,0.0380
Jämtlands,Moose,6,22,16,0.0815
Jämtlands,Moose,6,23,11,0.0543
Jämtlands,Moose,7,0,19,0.0978
Jämtlands,Moose,7,1,17,0.0870
Jämtlands,Moose,7,2,11,0.0543
Jämtlands,Moose,7,3,7,0.0326
Jämtlands,Moose,7,4,5,0.0217
Jämtlands,Moose,7,5,6,0.0272
Jämtlands,Moose,7,6,11,0.0543
Jämtlands,Moose,7,7,13,0.0652
Jämtlands,Moose,7,8,8,0.0380
Jämtlands,Moose,7,9,12,0.0598
Jämtlands,Moose,7,10,8,0.0380
Jämtlands,Moose,7,11,8,0.0380
Jämtlands,Moose,7,12,4,0.0163
Jämtlands,Moose,7,13,6,0.0272
Jämtlands,Moose,7,14,7,0.0326
Jämtlands,Moose,7,15,1,0.0000
Jämtlands,Moose,7,16,4,0.0163
Jämtlands,Moose,7,17,7,0.0326
Jämtlands,Moose,7,18,4,0.0163
Jämtlands,Moose,7,19,8,0.0380
Jämtlands,Moose,7,20,5,0.0217
Jämtlands,Moose,7,21,17,0.0870
Jämtlands,Moose,7,22,21,0.1087
Jämtlands,Moose,7,23,37,0.1957
Jämtlands,Moose,8,0,13,0.0652
Jämtlands,Moose,8,1,7,0.0326
Jämtlands,Moose,8,2,6,0.0272
Jämtlands,Moose,8,3,10,0.0489
Jämtlands,Moose,8,4,13,0.0652
Jämtlands,Moose,8,5,14,0.0707
Jämtlands,Moose,8,6,8,0.0380
Jämtlands,Moose,8,7,11,0.0543
Jämtlands,Moose,8,8,17,0.0870
Jämtlands,Moose,8,9,5,0.0217
Jämtlands,Moose,8,10,7,0.0326
Jämtlands,Moose,8,11,14,0.0707
Jämtlands,Moose,8,12,9,0.0435
Jämtlands,Moose,8,13,7,0.0326
Jämtlands,Moose,8,14,11,0.0543
Jämtlands,Moose,8,15,2,0.0054
Jämtlands,Moose,8,16,5,0.0217
Jämtlands,Moose,8,17,10,0.0489
Jämtlands,Moose,8,18,8,0.0380
Jämtlands,Moose,8,19,11,0.0543
Jämtlands,Moose,8,20,14,0.0707
Jämtlands,Moose,8,21,29,0.1522
Jämtlands,Moose,8,22,59,0.3152
Jämtlands,Moose,8,23,48,0.2554
Jämtlands,Moose,9,0,8,0.0380
Jämtlands,Moose,9,1,3,0.0109
Jämtlands,Moose,9,2,9,0.0435
Jämtlands,Moose,9,3,5,0.0217
Jämtlands,Moose,9,4,5,0.0217
Jämtlands,Moose,9,5,28,0.1467
Jämtlands,Moose,9,6,44,0.2337
Jämtlands,Moose,9,7,18,0.0924
Jämtlands,Moose,9,8,15,0.0761
Jämtlands,Moose,9,9,10,0.0489
Jämtlands,Moose,9,10,9,0.0435
Jämtlands,Moose,9,11,11,0.0543
Jämtlands,Moose,9,12,8,0.0380
Jämtlands,Moose,9,13,5,0.0217
Jämtlands,Moose,9,14,6,0.0272
Jämtlands,Moose,9,15,10,0.0489
Jämtlands,Moose,9,16,15,0.0761
Jämtlands,Moose,9,17,5,0.0217
Jämtlands,Moose,9,18,9,0.0435
Jämtlands,Moose,9,19,25,0.1304
Jämtlands,Moose,9,20,73,0.3913
Jämtlands,Moose,9,21,60,0.3207
Jämtlands,Moose,9,22,28,0.1467
Jämtlands,Moose,9,23,19,0.0978
Jämtlands,Moose,10,0,3,0.0109
Jämtlands,Moose,10,1,4,0.0163
Jämtlands,Moose,10,2,1,0.0000
Jämtlands,Moose,10,3,4,0.0163
Jämtlands,Moose,10,4,8,0.0380
Jämtlands,Moose,10,5,11,0.0543
Jämtlands,Moose,10,6,33,0.1739
Jämtlands,Moose,10,7,32,0.1685
Jämtlands,Moose,10,8,13,0.0652
Jämtlands,Moose,10,9,12,0.0598
Jämtlands,Moose,10,10,10,0.0489
Jämtlands,Moose,10,11,9,0.0435
Jämtlands,Moose,10,12,16,0.0815
Jämtlands,Moose,10,13,9,0.0435
Jämtlands,Moose,10,14,9,0.0435
Jämtlands,Moose,10,15,14,0.0707
Jämtlands,Moose,10,16,16,0.0815
Jämtlands,Moose,10,17,29,0.1522
Jämtlands,Moose,10,18,55,0.2935
Jämtlands,Moose,10,19,61,0.3261
Jämtlands,Moose,10,20,35,0.1848
Jämtlands,Moose,10,21,26,0.1359
Jämtlands,Moose,10,22,10,0.0489
Jämtlands,Moose,10,23,15,0.0761
Jämtlands,Moose,11,0,14,0.0707
Jämtlands,Moose,11,1,4,0.0163
Jämtlands,Moose,11,2,3,0.0109
Jämtlands,Moose,11,3,6,0.0272
Jämtlands,Moose,11,4,3,0.0109
Jämtlands,Moose,11,5,9,0.0435
Jämtlands,Moose,11,6,17,0.0870
Jämtlands,Moose,11,7,35,0.1848
Jämtlands,Moose,11,8,11,0.0543
Jämtlands,Moose,11,9,10,0.0489
Jämtlands,Moose,11,10,11,0.0543
Jämtlands,Moose,11,11,8,0.0380
Jämtlands,Moose,11,12,10,0.0489
Jämtlands,Moose,11,13,9,0.0435
Jämtlands,Moose,11,14,5,0.0217
Jämtlands,Moose,11,15,20,0.1033
Jämtlands,Moose,11,16,115,0.6196
Jämtlands,Moose,11,17,144,0.7772
Jämtlands,Moose,11,18,71,0.3804
Jämtlands,Moose,11,19,41,0.2174
Jämtlands,Moose,11,20,28,0.1467
Jämtlands,Moose,11,21,38,0.2011
Jämtlands,Moose,11,22,26,0.1359
Jämtlands,Moose,11,23,16,0.0815
Jämtlands,Moose,12,0,18,0.0924
Jämtlands,Moose,12,1,12,0.0598
Jämtlands,Moose,12,2,6,0.0272
Jämtlands,Moose,12,3,5,0.0217
Jämtlands,Moose,12,4,10,0.0489
Jämtlands,Moose,12,5,11,0.0543
Jämtlands,Moose,12,6,33,0.1739
Jämtlands,Moose,12,7,39,0.2065
Jämtlands,Moose,12,8,33,0.1739
Jämtlands,Moose,12,9,19,0.0978
Jämtlands,Moose,12,10,14,0.0707
Jämtlands,Moose,12,11,7,0.0326
Jämtlands,Moose,12,12,14,0.0707
Jämtlands,Moose,12,13,15,0.0761
Jämtlands,Moose,12,14,15,0.0761
Jämtlands,Moose,12,15,43,0.2283
Jämtlands,Moose,12,16,135,0.7283
Jämtlands,Moose,12,17,156,0.8424
Jämtlands,Moose,12,18,87,0.4674
Jämtlands,Moose,12,19,56,0.2989
Jämtlands,Moose,12,20,58,0.3098
Jämtlands,Moose,12,21,75,0.4022
Jämtlands,Moose,12,22,50,0.2663
Jämtlands,Moose,12,23,27,0.1413
Jämtlands,Other,1,2,1,0.0000
Jämtlands,Other,1,15,2,0.3333
Jämtlands,Other,1,17,1,0.0000
Jämtlands,Other,1,18,2,0.3333
Jämtlands,Other,1,22,2,0.3333
Jämtlands,Other,2,7,1,0.0000
Jämtlands,Other,2,9,1,0.0000
Jämtlands,Other,2,13,1,0.0000
Jämtlands,Other,2,22,1,0.0000
Jämtlands,Other,3,3,1,0.0000
Jämtlands,Other,3,9,1,0.0000
Jämtlands,Other,3,12,1,0.0000
Jämtlands,Other,3,19,2,0.3333
Jämtlands,Other,3,21,1,0.0000
Jämtlands,Other,4,0,1,0.0000
Jämtlands,Other,4,14,1,0.0000
Jämtlands,Other,4,20,2,0.3333
Jämtlands,Other,5,6,1,0.0000
Jämtlands,Other,5,9,1,0.0000
Jämtlands,Other,5,12,1,0.0000
Jämtlands,Other,5,16,1,0.0000
Jämtlands,Other,6,6,1,0.0000
Jämtlands,Other,6,9,1,0.0000
Jämtlands,Other,6,12,1,0.0000
Jämtlands,Other,6,18,2,0.3333
Jämtlands,Other,6,21,1,0.0000
Jämtlands,Other,7,0,3,0.6667
Jämtlands,Other,7,1,2,0.3333
Jämtlands,Other,7,3,1,0.0000
Jämtlands,Other,7,6,1,0.0000
Jämtlands,Other,7,9,1,0.0000
Jämtlands,Other,7,13,1,0.0000
Jämtlands,Other,7,15,1,0.0000
Jämtlands,Other,7,19,1,0.0000
Jämtlands,Other,7,20,1,0.0000
Jämtlands,Other,7,21,1,0.0000
Jämtlands,Other,8,10,1,0.0000
Jämtlands,Other,8,13,1,0.0000
Jämtlands,Other,8,14,1,0.0000
Jämtlands,Other,8,16,1,0.0000
Jämtlands,Other,8,17,1,0.0000
Jämtlands,Other,8,18,1,0.0000
Jämtlands,Other,8,21,1,0.0000
Jämtlands,Other,8,23,1,0.0000
Jämtlands,Other,9,6,1,0.0000
Jämtlands,Other,9,9,1,0.0000
Jämtlands,Other,9,16,1,0.0000
Jämtlands,Other,10,1,1,0.0000
Jämtlands,Other,10,7,1,0.0000
Jämtlands,Other,10,11,1,0.0000
Jämtlands,Other,10,16,1,0.0000
Jämtlands,Other,10,18,1,0.0000
Jämtlands,Other,10,19,1,0.0000
Jämtlands,Other,10,23,1,0.0000
Jämtlands,Other,11,2,1,0.0000
Jämtlands,Other,11,7,1,0.0000
Jämtlands,Other,11,8,1,0.0000
Jämtlands,Other,11,10,1,0.0000
Jämtlands,Other,11,12,1,0.0000
Jämtlands,Other,11,18,1,0.0000
Jämtlands,Other,11,19,1,0.0000
Jämtlands,Other,11,23,1,0.0000
Jämtlands,Other,12,1,1,0.0000
Jämtlands,Other,12,7,1,0.0000
Jämtlands,Other,12,8,2,0.3333
Jämtlands,Other,12,9,1,0.0000
Jämtlands,Other,12,13,1,0.0000
Jämtlands,Other,12,15,1,0.0000
Jämtlands,Other,12,17,4,1.0000
Jämtlands,Other,12,19,1,0.0000
Jämtlands,Other,12,20,1,0.0000
Jämtlands,Other,12,22,1,0.0000
Jämtlands,Red Deer,1,1,1,0.0000
Jämtlands,Red Deer,1,2,1,0.0000
Jämtlands,Red Deer,1,3,2,0.0435
Jämtlands,Red Deer,1,4,1,0.0000
Jämtlands,Red Deer,1,5,2,0.0435
Jämtlands,Red Deer,1,6,3,0.0870
Jämtlands,Red Deer,1,7,2,0.0435
Jämtlands,Red Deer,1,8,2,0.0435
Jämtlands,Red Deer,1,9,1,0.0000
Jämtlands,Red Deer,1,15,2,0.0435
Jämtlands,Red Deer,1,16,1,0.0000
Jämtlands,Red Deer,1,17,8,0.3043
Jämtlands,Red Deer,1,18,5,0.1739
Jämtlands,Red Deer,1,19,2,0.0435
Jämtlands,Red Deer,1,20,1,0.0000
Jämtlands,Red Deer,1,21,1,0.0000
Jämtlands,Red Deer,1,22,1,0.0000
Jämtlands,Red Deer,1,23,2,0.0435
Jämtlands,Red Deer,2,2,1,0.0000
Jämtlands,Red Deer,2,6,1,0.0000
Jämtlands,Red Deer,2,7,4,0.1304
Jämtlands,Red Deer,2,8,2,0.0435
Jämtlands,Red Deer,2,16,2,0.0435
Jämtlands,Red Deer,2,17,2,0.0435
Jämtlands,Red Deer,2,18,5,0.1739
Jämtlands,Red Deer,2,19,3,0.0870
Jämtlands,Red Deer,2,20,2,0.0435
Jämtlands,Red Deer,2,21,3,0.0870
Jämtlands,Red Deer,3,1,2,0.0435
Jämtlands,Red Deer,3,3,1,0.0000
Jämtlands,Red Deer,3,5,1,0.0000
Jämtlands,Red Deer,3,6,1,0.0000
Jämtlands,Red Deer,3,7,2,0.0435
Jämtlands,Red Deer,3,8,1,0.0000
Jämtlands,Red Deer,3,11,1,0.0000
Jämtlands,Red Deer,3,12,1,0.0000
Jämtlands,Red Deer,3,13,1,0.0000
Jämtlands,Red Deer,3,14,1,0.0000
Jämtlands,Red Deer,3,16,1,0.0000
Jämtlands,Red Deer,3,18,2,0.0435
Jämtlands,Red Deer,3,20,2,0.0435
Jämtlands,Red Deer,3,22,3,0.0870
Jämtlands,Red Deer,3,23,1,0.0000
Jämtlands,Red Deer,4,1,1,0.0000
Jämtlands,Red Deer,4,2,1,0.0000
Jämtlands,Red Deer,4,4,1,0.0000
Jämtlands,Red Deer,4,5,1,0.0000
Jämtlands,Red Deer,4,6,2,0.0435
Jämtlands,Red Deer,4,7,1,0.0000
Jämtlands,Red Deer,4,8,2,0.0435
Jämtlands,Red Deer,4,9,2,0.0435
Jämtlands,Red Deer,4,12,1,0.0000
Jämtlands,Red Deer,4,17,2,0.0435
Jämtlands,Red Deer,4,19,1,0.0000
Jämtlands,Red Deer,4,21,2,0.0435
Jämtlands,Red Deer,4,22,5,0.1739
Jämtlands,Red Deer,4,23,1,0.0000
Jämtlands,Red Deer,5,0,1,0.0000
Jämtlands,Red Deer,5,1,1,0.0000
Jämtlands,Red Deer,5,2,1,0.0000
Jämtlands,Red Deer,5,3,1,0.0000
Jämtlands,Red Deer,5,6,1,0.0000
Jämtlands,Red Deer,5,12,1,0.0000
Jämtlands,Red Deer,5,15,1,0.0000
Jämtlands,Red Deer,5,17,2,0.0435
Jämtlands,Red Deer,5,19,3,0.0870
Jämtlands,Red Deer,5,20,2,0.0435
Jämtlands,Red Deer,5,22,1,0.0000
Jämtlands,Red Deer,5,23,1,0.0000
Jämtlands,Red Deer,6,0,1,0.0000
Jämtlands,Red Deer,6,2,1,0.0000
Jämtlands,Red Deer,6,5,1,0.0000
Jämtlands,Red Deer,6,6,1,0.0000
Jämtlands,Red Deer,6,7,1,0.0000
Jämtlands,Red Deer,6,9,2,0.0435
Jämtlands,Red Deer,6,17,1,0.0000
Jämtlands,Red Deer,6,19,1,0.0000
Jämtlands,Red Deer,6,21,1,0.0000
Jämtlands,Red Deer,6,22,1,0.0000
Jämtlands,Red Deer,6,23,2,0.0435
Jämtlands,Red Deer,7,0,1,0.0000
Jämtlands,Red Deer,7,1,1,0.0000
Jämtlands,Red Deer,7,2,1,0.0000
Jämtlands,Red Deer,7,6,1,0.0000
Jämtlands,Red Deer,7,10,1,0.0000
Jämtlands,Red Deer,7,14,1,0.0000
Jämtlands,Red Deer,7,23,1,0.0000
Jämtlands,Red Deer,8,2,1,0.0000
Jämtlands,Red Deer,8,5,1,0.0000
Jämtlands,Red Deer,8,7,1,0.0000
Jämtlands,Red Deer,8,10,1,0.0000
Jämtlands,Red Deer,8,20,1,0.0000
Jämtlands,Red Deer,8,21,3,0.0870
Jämtlands,Red Deer,8,22,1,0.0000
Jämtlands,Red Deer,8,23,2,0.0435
Jämtlands,Red Deer,9,0,1,0.0000
Jämtlands,Red Deer,9,1,1,0.0000
Jämtlands,Red Deer,9,3,2,0.0435
Jämtlands,Red Deer,9,5,1,0.0000
Jämtlands,Red Deer,9,6,1,0.0000
Jämtlands,Red Deer,9,7,3,0.0870
Jämtlands,Red Deer,9,18,2,0.0435
Jämtlands,Red Deer,9,19,1,0.0000
Jämtlands,Red Deer,9,20,2,0.0435
Jämtlands,Red Deer,9,22,4,0.1304
Jämtlands,Red Deer,10,2,4,0.1304
Jämtlands,Red Deer,10,4,1,0.0000
Jämtlands,Red Deer,10,6,10,0.3913
Jämtlands,Red Deer,10,7,6,0.2174
Jämtlands,Red Deer,10,8,3,0.0870
Jämtlands,Red Deer,10,10,1,0.0000
Jämtlands,Red Deer,10,12,2,0.0435
Jämtlands,Red Deer,10,13,1,0.0000
Jämtlands,Red Deer,10,14,1,0.0000
Jämtlands,Red Deer,10,16,1,0.0000
Jämtlands,Red Deer,10,17,3,0.0870
Jämtlands,Red Deer,10,18,2,0.0435
Jämtlands,Red Deer,10,19,4,0.1304
Jämtlands,Red Deer,10,20,3,0.0870
Jämtlands,Red Deer,10,21,2,0.0435
Jämtlands,Red Deer,10,22,2,0.0435
Jämtlands,Red Deer,10,23,2,0.0435
Jämtlands,Red Deer,11,0,1,0.0000
Jämtlands,Red Deer,11,1,1,0.0000
Jämtlands,Red Deer,11,2,1,0.0000
Jämtlands,Red Deer,11,3,1,0.0000
Jämtlands,Red Deer,11,4,1,0.0000
Jämtlands,Red Deer,11,5,4,0.1304
Jämtlands,Red Deer,11,6,7,0.2609
Jämtlands,Red Deer,11,7,8,0.3043
Jämtlands,Red Deer,11,8,1,0.0000
Jämtlands,Red Deer,11,12,1,0.0000
Jämtlands,Red Deer,11,13,1,0.0000
Jämtlands,Red Deer,11,15,1,0.0000
Jämtlands,Red Deer,11,16,4,0.1304
Jämtlands,Red Deer,11,17,24,1.0000
Jämtlands,Red Deer,11,18,9,0.3478
Jämtlands,Red Deer,11,19,11,0.4348
Jämtlands,Red Deer,11,21,2,0.0435
Jämtlands,Red Deer,11,22,3,0.0870
Jämtlands,Red Deer,11,23,2,0.0435
Jämtlands,Red Deer,12,5,3,0.0870
Jämtlands,Red Deer,12,6,3,0.0870
Jämtlands,Red Deer,12,7,4,0.1304
Jämtlands,Red Deer,12,8,4,0.1304
Jämtlands,Red Deer,12,15,4,0.1304
Jämtlands,Red Deer,12,16,13,0.5217
Jämtlands,Red Deer,12,17,6,0.2174
Jämtlands,Red Deer,12,18,9,0.3478
Jämtlands,Red Deer,12,19,5,0.1739
Jämtlands,Red Deer,12,20,4,0.1304
Jämtlands,Red Deer,12,21,7,0.2609
Jämtlands,Red Deer,12,22,3,0.0870
Jämtlands,Red Deer,12,23,1,0.0000
Jämtlands,Roe Deer,1,0,26,0.1366
Jämtlands,Roe Deer,1,1,26,0.1366
Jämtlands,Roe Deer,1,2,17,0.0874
Jämtlands,Roe Deer,1,3,13,0.0656
Jämtlands,Roe Deer,1,4,20,0.1038
Jämtlands,Roe Deer,1,5,46,0.2459
Jämtlands,Roe Deer,1,6,122,0.6612
Jämtlands,Roe Deer,1,7,93,0.5027
Jämtlands,Roe Deer,1,8,89,0.4809
Jämtlands,Roe Deer,1,9,58,0.3115
Jämtlands,Roe Deer,1,10,30,0.1585
Jämtlands,Roe Deer,1,11,15,0.0765
Jämtlands,Roe Deer,1,12,37,0.1967
Jämtlands,Roe Deer,1,13,14,0.0710
Jämtlands,Roe Deer,1,14,18,0.0929
Jämtlands,Roe Deer,1,15,16,0.0820
Jämtlands,Roe Deer,1,16,93,0.5027
Jämtlands,Roe Deer,1,17,163,0.8852
Jämtlands,Roe Deer,1,18,107,0.5792
Jämtlands,Roe Deer,1,19,82,0.4426
Jämtlands,Roe Deer,1,20,80,0.4317
Jämtlands,Roe Deer,1,21,100,0.5410
Jämtlands,Roe Deer,1,22,69,0.3716
Jämtlands,Roe Deer,1,23,59,0.3169
Jämtlands,Roe Deer,2,0,25,0.1311
Jämtlands,Roe Deer,2,1,20,0.1038
Jämtlands,Roe Deer,2,2,20,0.1038
Jämtlands,Roe Deer,2,3,10,0.0492
Jämtlands,Roe Deer,2,4,24,0.1257
Jämtlands,Roe Deer,2,5,44,0.2350
Jämtlands,Roe Deer,2,6,112,0.6066
Jämtlands,Roe Deer,2,7,96,0.5191
Jämtlands,Roe Deer,2,8,42,0.2240
Jämtlands,Roe Deer,2,9,26,0.1366
Jämtlands,Roe Deer,2,10,22,0.1148
Jämtlands,Roe Deer,2,11,19,0.0984
Jämtlands,Roe Deer,2,12,29,0.1530
Jämtlands,Roe Deer,2,13,13,0.0656
Jämtlands,Roe Deer,2,14,15,0.0765
Jämtlands,Roe Deer,2,15,18,0.0929
Jämtlands,Roe Deer,2,16,24,0.1257
Jämtlands,Roe Deer,2,17,81,0.4372
Jämtlands,Roe Deer,2,18,118,0.6393
Jämtlands,Roe Deer,2,19,75,0.4044
Jämtlands,Roe Deer,2,20,82,0.4426
Jämtlands,Roe Deer,2,21,80,0.4317
Jämtlands,Roe Deer,2,22,54,0.2896
Jämtlands,Roe Deer,2,23,53,0.2842
Jämtlands,Roe Deer,3,0,24,0.1257
Jämtlands,Roe Deer,3,1,20,0.1038
Jämtlands,Roe Deer,3,2,13,0.0656
Jämtlands,Roe Deer,3,3,14,0.0710
Jämtlands,Roe Deer,3,4,19,0.0984
Jämtlands,Roe Deer,3,5,32,0.1694
Jämtlands,Roe Deer,3,6,70,0.3770
Jämtlands,Roe Deer,3,7,36,0.1913
Jämtlands,Roe Deer,3,8,26,0.1366
Jämtlands,Roe Deer,3,9,23,0.1202
Jämtlands,Roe Deer,3,10,21,0.1093
Jämtlands,Roe Deer,3,11,24,0.1257
Jämtlands,Roe Deer,3,12,26,0.1366
Jämtlands,Roe Deer,3,13,15,0.0765
Jämtlands,Roe Deer,3,14,10,0.0492
Jämtlands,Roe Deer,3,15,14,0.0710
Jämtlands,Roe Deer,3,16,24,0.1257
Jämtlands,Roe Deer,3,17,20,0.1038
Jämtlands,Roe Deer,3,18,73,0.3934
Jämtlands,Roe Deer,3,19,97,0.5246
Jämtlands,Roe Deer,3,20,72,0.3880
Jämtlands,Roe Deer,3,21,65,0.3497
Jämtlands,Roe Deer,3,22,51,0.2732
Jämtlands,Roe Deer,3,23,54,0.2896
Jämtlands,Roe Deer,4,0,22,0.1148
Jämtlands,Roe Deer,4,1,19,0.0984
Jämtlands,Roe Deer,4,2,10,0.0492
Jämtlands,Roe Deer,4,3,8,0.0383
Jämtlands,Roe Deer,4,4,14,0.0710
Jämtlands,Roe Deer,4,5,38,0.2022
Jämtlands,Roe Deer,4,6,83,0.4481
Jämtlands,Roe Deer,4,7,37,0.1967
Jämtlands,Roe Deer,4,8,22,0.1148
Jämtlands,Roe Deer,4,9,22,0.1148
Jämtlands,Roe Deer,4,10,18,0.0929
Jämtlands,Roe Deer,4,11,27,0.1421
Jämtlands,Roe Deer,4,12,19,0.0984
Jämtlands,Roe Deer,4,13,13,0.0656
Jämtlands,Roe Deer,4,14,15,0.0765
Jämtlands,Roe Deer,4,15,17,0.0874
Jämtlands,Roe Deer,4,16,13,0.0656
Jämtlands,Roe Deer,4,17,30,0.1585
Jämtlands,Roe Deer,4,18,18,0.0929
Jämtlands,Roe Deer,4,19,22,0.1148
Jämtlands,Roe Deer,4,20,57,0.3060
Jämtlands,Roe Deer,4,21,111,0.6011
Jämtlands,Roe Deer,4,22,90,0.4863
Jämtlands,Roe Deer,4,23,39,0.2077
Jämtlands,Roe Deer,5,0,41,0.2186
Jämtlands,Roe Deer,5,1,27,0.1421
Jämtlands,Roe Deer,5,2,23,0.1202
Jämtlands,Roe Deer,5,3,13,0.0656
Jämtlands,Roe Deer,5,4,21,0.1093
Jämtlands,Roe Deer,5,5,19,0.0984
Jämtlands,Roe Deer,5,6,64,0.3443
Jämtlands,Roe Deer,5,7,42,0.2240
Jämtlands,Roe Deer,5,8,37,0.1967
Jämtlands,Roe Deer,5,9,27,0.1421
Jämtlands,Roe Deer,5,10,32,0.1694
Jämtlands,Roe Deer,5,11,21,0.1093
Jämtlands,Roe Deer,5,12,33,0.1749
Jämtlands,Roe Deer,5,13,17,0.0874
Jämtlands,Roe Deer,5,14,19,0.0984
Jämtlands,Roe Deer,5,15,17,0.0874
Jämtlands,Roe Deer,5,16,18,0.0929
Jämtlands,Roe Deer,5,17,30,0.1585
Jämtlands,Roe Deer,5,18,26,0.1366
Jämtlands,Roe Deer,5,19,33,0.1749
Jämtlands,Roe Deer,5,20,30,0.1585
Jämtlands,Roe Deer,5,21,41,0.2186
Jämtlands,Roe Deer,5,22,81,0.4372
Jämtlands,Roe Deer,5,23,86,0.4645
Jämtlands,Roe Deer,6,0,34,0.1803
Jämtlands,Roe Deer,6,1,27,0.1421
Jämtlands,Roe Deer,6,2,18,0.0929
Jämtlands,Roe Deer,6,3,13,0.0656
Jämtlands,Roe Deer,6,4,7,0.0328
Jämtlands,Roe Deer,6,5,15,0.0765
Jämtlands,Roe Deer,6,6,35,0.1858
Jämtlands,Roe Deer,6,7,20,0.1038
Jämtlands,Roe Deer,6,8,32,0.1694
Jämtlands,Roe Deer,6,9,23,0.1202
Jämtlands,Roe Deer,6,10,13,0.0656
Jämtlands,Roe Deer,6,11,18,0.0929
Jämtlands,Roe Deer,6,12,11,0.0546
Jämtlands,Roe Deer,6,13,9,0.0437
Jämtlands,Roe Deer,6,14,10,0.0492
Jämtlands,Roe Deer,6,15,13,0.0656
Jämtlands,Roe Deer,6,16,14,0.0710
Jämtlands,Roe Deer,6,17,17,0.0874
Jämtlands,Roe Deer,6,18,10,0.0492
Jämtlands,Roe Deer,6,19,16,0.0820
Jämtlands,Roe Deer,6,20,14,0.0710
Jämtlands,Roe Deer,6,21,21,0.1093
Jämtlands,Roe Deer,6,22,29,0.1530
Jämtlands,Roe Deer,6,23,62,0.3333
Jämtlands,Roe Deer,7,0,24,0.1257
Jämtlands,Roe Deer,7,1,14,0.0710
Jämtlands,Roe Deer,7,2,13,0.0656
Jämtlands,Roe Deer,7,3,9,0.0437
Jämtlands,Roe Deer,7,4,11,0.0546
Jämtlands,Roe Deer,7,5,13,0.0656
Jämtlands,Roe Deer,7,6,21,0.1093
Jämtlands,Roe Deer,7,7,22,0.1148
Jämtlands,Roe Deer,7,8,23,0.1202
Jämtlands,Roe Deer,7,9,24,0.1257
Jämtlands,Roe Deer,7,10,34,0.1803
Jämtlands,Roe Deer,7,11,29,0.1530
Jämtlands,Roe Deer,7,12,33,0.1749
Jämtlands,Roe Deer,7,13,22,0.1148
Jämtlands,Roe Deer,7,14,21,0.1093
Jämtlands,Roe Deer,7,15,31,0.1639
Jämtlands,Roe Deer,7,16,23,0.1202
Jämtlands,Roe Deer,7,17,27,0.1421
Jämtlands,Roe Deer,7,18,21,0.1093
Jämtlands,Roe Deer,7,19,26,0.1366
Jämtlands,Roe Deer,7,20,25,0.1311
Jämtlands,Roe Deer,7,21,29,0.1530
Jämtlands,Roe Deer,7,22,40,0.2131
Jämtlands,Roe Deer,7,23,41,0.2186
Jämtlands,Roe Deer,8,0,11,0.0546
Jämtlands,Roe Deer,8,1,1,0.0000
Jämtlands,Roe Deer,8,2,2,0.0055
Jämtlands,Roe Deer,8,3,3,0.0109
Jämtlands,Roe Deer,8,4,1,0.0000
Jämtlands,Roe Deer,8,5,18,0.0929
Jämtlands,Roe Deer,8,6,25,0.1311
Jämtlands,Roe Deer,8,7,17,0.0874
Jämtlands,Roe Deer,8,8,18,0.0929
Jämtlands,Roe Deer,8,9,16,0.0820
Jämtlands,Roe Deer,8,10,27,0.1421
Jämtlands,Roe Deer,8,11,26,0.1366
Jämtlands,Roe Deer,8,12,12,0.0601
Jämtlands,Roe Deer,8,13,16,0.0820
Jämtlands,Roe Deer,8,14,16,0.0820
Jämtlands,Roe Deer,8,15,13,0.0656
Jämtlands,Roe Deer,8,16,15,0.0765
Jämtlands,Roe Deer,8,17,21,0.1093
Jämtlands,Roe Deer,8,18,17,0.0874
Jämtlands,Roe Deer,8,19,17,0.0874
Jämtlands,Roe Deer,8,20,30,0.1585
Jämtlands,Roe Deer,8,21,53,0.2842
Jämtlands,Roe Deer,8,22,37,0.1967
Jämtlands,Roe Deer,8,23,11,0.0546
Jämtlands,Roe Deer,9,0,4,0.0164
Jämtlands,Roe Deer,9,1,4,0.0164
Jämtlands,Roe Deer,9,2,1,0.0000
Jämtlands,Roe Deer,9,4,2,0.0055
Jämtlands,Roe Deer,9,5,16,0.0820
Jämtlands,Roe Deer,9,6,67,0.3607
Jämtlands,Roe Deer,9,7,50,0.2678
Jämtlands,Roe Deer,9,8,23,0.1202
Jämtlands,Roe Deer,9,9,15,0.0765
Jämtlands,Roe Deer,9,10,13,0.0656
Jämtlands,Roe Deer,9,11,9,0.0437
Jämtlands,Roe Deer,9,12,6,0.0273
Jämtlands,Roe Deer,9,13,13,0.0656
Jämtlands,Roe Deer,9,14,11,0.0546
Jämtlands,Roe Deer,9,15,15,0.0765
Jämtlands,Roe Deer,9,16,13,0.0656
Jämtlands,Roe Deer,9,17,20,0.1038
Jämtlands,Roe Deer,9,18,26,0.1366
Jämtlands,Roe Deer,9,19,47,0.2514
Jämtlands,Roe Deer,9,20,55,0.2951
Jämtlands,Roe Deer,9,21,28,0.1475
Jämtlands,Roe Deer,9,22,13,0.0656
