county,species,month,hour,n_collisions,risk_score
Blekinge,Fallow Deer,1,0,2,0.0400
Blekinge,Fallow Deer,1,2,1,0.0000
Blekinge,Fallow Deer,1,4,1,0.0000
Blekinge,Fallow Deer,1,5,1,0.0000
Blekinge,Fallow Deer,1,6,5,0.1600
Blekinge,Fallow Deer,1,7,1,0.0000
Blekinge,Fallow Deer,1,8,1,0.0000
Blekinge,Fallow Deer,1,9,1,0.0000
Blekinge,Fallow Deer,1,11,1,0.0000
Blekinge,Fallow Deer,1,13,1,0.0000
Blekinge,Fallow Deer,1,14,1,0.0000
Blekinge,Fallow Deer,1,15,1,0.0000
Blekinge,Fallow Deer,1,16,6,0.2000
Blekinge,Fallow Deer,1,17,14,0.5200
Blekinge,Fallow Deer,1,18,8,0.2800
Blekinge,Fallow Deer,1,19,6,0.2000
Blekinge,Fallow Deer,1,20,8,0.2800
Blekinge,Fallow Deer,1,21,1,0.0000
Blekinge,Fallow Deer,1,22,3,0.0800
Blekinge,Fallow Deer,1,23,1,0.0000
Blekinge,Fallow Deer,2,0,1,0.0000
Blekinge,Fallow Deer,2,2,1,0.0000
Blekinge,Fallow Deer,2,3,1,0.0000
Blekinge,Fallow Deer,2,4,1,0.0000
Blekinge,Fallow Deer,2,5,2,0.0400
Blekinge,Fallow Deer,2,6,4,0.1200
Blekinge,Fallow Deer,2,7,3,0.0800
Blekinge,Fallow Deer,2,8,3,0.0800
Blekinge,Fallow Deer,2,9,1,0.0000
Blekinge,Fallow Deer,2,10,1,0.0000
Blekinge,Fallow Deer,2,11,3,0.0800
Blekinge,Fallow Deer,2,12,1,0.0000
Blekinge,Fallow Deer,2,14,1,0.0000
Blekinge,Fallow Deer,2,15,2,0.0400
Blekinge,Fallow Deer,2,16,3,0.0800
Blekinge,Fallow Deer,2,17,4,0.1200
Blekinge,Fallow Deer,2,18,6,0.2000
Blekinge,Fallow Deer,2,19,7,0.2400
Blekinge,Fallow Deer,2,20,3,0.0800
Blekinge,Fallow Deer,2,21,3,0.0800
Blekinge,Fallow Deer,2,22,1,0.0000
Blekinge,Fallow Deer,2,23,2,0.0400
Blekinge,Fallow Deer,3,1,1,0.0000
Blekinge,Fallow Deer,3,5,1,0.0000
Blekinge,Fallow Deer,3,6,2,0.0400
Blekinge,Fallow Deer,3,8,3,0.0800
Blekinge,Fallow Deer,3,11,1,0.0000
Blekinge,Fallow Deer,3,12,1,0.0000
Blekinge,Fallow Deer,3,14,1,0.0000
Blekinge,Fallow Deer,3,18,4,0.1200
Blekinge,Fallow Deer,3,19,3,0.0800
Blekinge,Fallow Deer,3,20,2,0.0400
Blekinge,Fallow Deer,3,21,2,0.0400
Blekinge,Fallow Deer,3,23,3,0.0800
Blekinge,Fallow Deer,4,0,1,0.0000
Blekinge,Fallow Deer,4,4,1,0.0000
Blekinge,Fallow Deer,4,5,2,0.0400
Blekinge,Fallow Deer,4,6,3,0.0800
Blekinge,Fallow Deer,4,7,3,0.0800
Blekinge,Fallow Deer,4,8,1,0.0000
Blekinge,Fallow Deer,4,10,1,0.0000
Blekinge,Fallow Deer,4,12,1,0.0000
Blekinge,Fallow Deer,4,14,1,0.0000
Blekinge,Fallow Deer,4,15,1,0.0000
Blekinge,Fallow Deer,4,20,1,0.0000
Blekinge,Fallow Deer,4,21,2,0.0400
Blekinge,Fallow Deer,4,22,1,0.0000
Blekinge,Fallow Deer,4,23,2,0.0400
Blekinge,Fallow Deer,5,0,2,0.0400
Blekinge,Fallow Deer,5,1,1,0.0000
Blekinge,Fallow Deer,5,4,1,0.0000
Blekinge,Fallow Deer,5,6,3,0.0800
Blekinge,Fallow Deer,5,7,1,0.0000
Blekinge,Fallow Deer,5,8,1,0.0000
Blekinge,Fallow Deer,5,11,1,0.0000
Blekinge,Fallow Deer,5,13,1,0.0000
Blekinge,Fallow Deer,5,15,2,0.0400
Blekinge,Fallow Deer,5,16,1,0.0000
Blekinge,Fallow Deer,5,18,1,0.0000
Blekinge,Fallow Deer,5,19,1,0.0000
Blekinge,Fallow Deer,5,20,1,0.0000
Blekinge,Fallow Deer,5,21,3,0.0800
Blekinge,Fallow Deer,5,22,6,0.2000
Blekinge,Fallow Deer,5,23,5,0.1600
Blekinge,Fallow Deer,6,0,4,0.1200
Blekinge,Fallow Deer,6,1,1,0.0000
Blekinge,Fallow Deer,6,2,2,0.0400
Blekinge,Fallow Deer,6,3,2,0.0400
Blekinge,Fallow Deer,6,9,1,0.0000
Blekinge,Fallow Deer,6,10,2,0.0400
Blekinge,Fallow Deer,6,14,2,0.0400
Blekinge,Fallow Deer,6,16,1,0.0000
Blekinge,Fallow Deer,6,20,2,0.0400
Blekinge,Fallow Deer,6,22,4,0.1200
Blekinge,Fallow Deer,6,23,4,0.1200
Blekinge,Fallow Deer,7,0,2,0.0400
Blekinge,Fallow Deer,7,2,1,0.0000
Blekinge,Fallow Deer,7,3,1,0.0000
Blekinge,Fallow Deer,7,4,1,0.0000
Blekinge,Fallow Deer,7,6,1,0.0000
Blekinge,Fallow Deer,7,7,2,0.0400
Blekinge,Fallow Deer,7,9,2,0.0400
Blekinge,Fallow Deer,7,10,3,0.0800
Blekinge,Fallow Deer,7,11,1,0.0000
Blekinge,Fallow Deer,7,13,2,0.0400
Blekinge,Fallow Deer,7,14,4,0.1200
Blekinge,Fallow Deer,7,18,1,0.0000
Blekinge,Fallow Deer,7,19,1,0.0000
Blekinge,Fallow Deer,7,20,3,0.0800
Blekinge,Fallow Deer,7,21,2,0.0400
Blekinge,Fallow Deer,7,22,1,0.0000
Blekinge,Fallow Deer,7,23,3,0.0800
Blekinge,Fallow Deer,8,0,1,0.0000
Blekinge,Fallow Deer,8,1,2,0.0400
Blekinge,Fallow Deer,8,2,1,0.0000
Blekinge,Fallow Deer,8,4,1,0.0000
Blekinge,Fallow Deer,8,5,2,0.0400
Blekinge,Fallow Deer,8,6,1,0.0000
Blekinge,Fallow Deer,8,7,2,0.0400
Blekinge,Fallow Deer,8,8,1,0.0000
Blekinge,Fallow Deer,8,9,1,0.0000
Blekinge,Fallow Deer,8,10,3,0.0800
Blekinge,Fallow Deer,8,11,1,0.0000
Blekinge,Fallow Deer,8,12,1,0.0000
Blekinge,Fallow Deer,8,13,1,0.0000
Blekinge,Fallow Deer,8,14,2,0.0400
Blekinge,Fallow Deer,8,15,1,0.0000
Blekinge,Fallow Deer,8,16,1,0.0000
Blekinge,Fallow Deer,8,18,2,0.0400
Blekinge,Fallow Deer,8,20,3,0.0800
Blekinge,Fallow Deer,8,21,8,0.2800
Blekinge,Fallow Deer,8,22,3,0.0800
Blekinge,Fallow Deer,8,23,1,0.0000
Blekinge,Fallow Deer,9,3,2,0.0400
Blekinge,Fallow Deer,9,4,1,0.0000
Blekinge,Fallow Deer,9,6,7,0.2400
Blekinge,Fallow Deer,9,7,1,0.0000
Blekinge,Fallow Deer,9,8,1,0.0000
Blekinge,Fallow Deer,9,9,3,0.0800
Blekinge,Fallow Deer,9,10,1,0.0000
Blekinge,Fallow Deer,9,11,1,0.0000
Blekinge,Fallow Deer,9,12,1,0.0000
Blekinge,Fallow Deer,9,15,2,0.0400
Blekinge,Fallow Deer,9,16,2,0.0400
Blekinge,Fallow Deer,9,18,1,0.0000
Blekinge,Fallow Deer,9,19,5,0.1600
Blekinge,Fallow Deer,9,20,8,0.2800
Blekinge,Fallow Deer,9,21,4,0.1200
Blekinge,Fallow Deer,9,23,6,0.2000
Blekinge,Fallow Deer,10,0,2,0.0400
Blekinge,Fallow Deer,10,1,1,0.0000
Blekinge,Fallow Deer,10,4,1,0.0000
Blekinge,Fallow Deer,10,5,4,0.1200
Blekinge,Fallow Deer,10,6,8,0.2800
Blekinge,Fallow Deer,10,7,11,0.4000
Blekinge,Fallow Deer,10,8,11,0.4000
Blekinge,Fallow Deer,10,9,6,0.2000
Blekinge,Fallow Deer,10,10,5,0.1600
Blekinge,Fallow Deer,10,11,2,0.0400
Blekinge,Fallow Deer,10,12,2,0.0400
Blekinge,Fallow Deer,10,13,3,0.0800
Blekinge,Fallow Deer,10,14,1,0.0000
Blekinge,Fallow Deer,10,15,2,0.0400
Blekinge,Fallow Deer,10,16,4,0.1200
Blekinge,Fallow Deer,10,17,5,0.1600
Blekinge,Fallow Deer,10,18,10,0.3600
Blekinge,Fallow Deer,10,19,13,0.4800
Blekinge,Fallow Deer,10,20,17,0.6400
Blekinge,Fallow Deer,10,21,10,0.3600
Blekinge,Fallow Deer,10,22,6,0.2000
Blekinge,Fallow Deer,10,23,4,0.1200
Blekinge,Fallow Deer,11,0,2,0.0400
Blekinge,Fallow Deer,11,1,2,0.0400
Blekinge,Fallow Deer,11,2,1,0.0000
Blekinge,Fallow Deer,11,4,3,0.0800
Blekinge,Fallow Deer,11,5,3,0.0800
Blekinge,Fallow Deer,11,6,7,0.2400
Blekinge,Fallow Deer,11,7,15,0.5600
Blekinge,Fallow Deer,11,8,6,0.2000
Blekinge,Fallow Deer,11,9,5,0.1600
Blekinge,Fallow Deer,11,10,2,0.0400
Blekinge,Fallow Deer,11,12,5,0.1600
Blekinge,Fallow Deer,11,13,3,0.0800
Blekinge,Fallow Deer,11,14,1,0.0000
Blekinge,Fallow Deer,11,15,3,0.0800
Blekinge,Fallow Deer,11,16,17,0.6400
Blekinge,Fallow Deer,11,17,26,1.0000
Blekinge,Fallow Deer,11,18,18,0.6800
Blekinge,Fallow Deer,11,19,17,0.6400
Blekinge,Fallow Deer,11,20,10,0.3600
Blekinge,Fallow Deer,11,21,9,0.3200
Blekinge,Fallow Deer,11,22,6,0.2000
Blekinge,Fallow Deer,11,23,3,0.0800
Blekinge,Fallow Deer,12,1,2,0.0400
Blekinge,Fallow Deer,12,2,1,0.0000
Blekinge,Fallow Deer,12,3,1,0.0000
Blekinge,Fallow Deer,12,4,1,0.0000
Blekinge,Fallow Deer,12,5,1,0.0000
Blekinge,Fallow Deer,12,6,1,0.0000
Blekinge,Fallow Deer,12,7,2,0.0400
Blekinge,Fallow Deer,12,8,6,0.2000
Blekinge,Fallow Deer,12,9,4,0.1200
Blekinge,Fallow Deer,12,10,1,0.0000
Blekinge,Fallow Deer,12,11,3,0.0800
Blekinge,Fallow Deer,12,12,1,0.0000
Blekinge,Fallow Deer,12,13,1,0.0000
Blekinge,Fallow Deer,12,14,2,0.0400
Blekinge,Fallow Deer,12,15,1,0.0000
Blekinge,Fallow Deer,12,16,10,0.3600
Blekinge,Fallow Deer,12,17,20,0.7600
Blekinge,Fallow Deer,12,18,13,0.4800
Blekinge,Fallow Deer,12,19,3,0.0800
Blekinge,Fallow Deer,12,20,6,0.2000
Blekinge,Fallow Deer,12,21,3,0.0800
Blekinge,Fallow Deer,12,22,4,0.1200
Blekinge,Fallow Deer,12,23,3,0.0800
Blekinge,Moose,1,0,1,0.0000
Blekinge,Moose,1,1,1,0.0000
Blekinge,Moose,1,2,2,0.0625
Blekinge,Moose,1,3,1,0.0000
Blekinge,Moose,1,4,1,0.0000
Blekinge,Moose,1,7,2,0.0625
Blekinge,Moose,1,9,4,0.1875
Blekinge,Moose,1,10,1,0.0000
Blekinge,Moose,1,11,3,0.1250
Blekinge,Moose,1,12,3,0.1250
Blekinge,Moose,1,13,2,0.0625
Blekinge,Moose,1,14,2,0.0625
Blekinge,Moose,1,15,2,0.0625
Blekinge,Moose,1,16,4,0.1875
Blekinge,Moose,1,17,11,0.6250
Blekinge,Moose,1,18,8,0.4375
Blekinge,Moose,1,19,4,0.1875
Blekinge,Moose,1,20,5,0.2500
Blekinge,Moose,1,21,2,0.0625
Blekinge,Moose,1,23,2,0.0625
Blekinge,Moose,2,4,1,0.0000
Blekinge,Moose,2,6,4,0.1875
Blekinge,Moose,2,7,1,0.0000
Blekinge,Moose,2,9,2,0.0625
Blekinge,Moose,2,11,1,0.0000
Blekinge,Moose,2,13,1,0.0000
Blekinge,Moose,2,15,2,0.0625
Blekinge,Moose,2,16,2,0.0625
Blekinge,Moose,2,17,7,0.3750
Blekinge,Moose,2,18,7,0.3750
Blekinge,Moose,2,19,1,0.0000
Blekinge,Moose,2,20,1,0.0000
Blekinge,Moose,2,21,1,0.0000
Blekinge,Moose,2,22,1,0.0000
Blekinge,Moose,2,23,1,0.0000
Blekinge,Moose,3,5,1,0.0000
Blekinge,Moose,3,7,2,0.0625
Blekinge,Moose,3,10,1,0.0000
Blekinge,Moose,3,11,1,0.0000
Blekinge,Moose,3,12,1,0.0000
Blekinge,Moose,3,15,1,0.0000
Blekinge,Moose,3,17,1,0.0000
Blekinge,Moose,3,18,6,0.3125
Blekinge,Moose,3,19,4,0.1875
Blekinge,Moose,3,20,4,0.1875
Blekinge,Moose,3,21,2,0.0625
Blekinge,Moose,3,22,1,0.0000
Blekinge,Moose,4,1,2,0.0625
Blekinge,Moose,4,2,1,0.0000
Blekinge,Moose,4,3,1,0.0000
Blekinge,Moose,4,7,2,0.0625
Blekinge,Moose,4,8,2,0.0625
Blekinge,Moose,4,9,1,0.0000
Blekinge,Moose,4,10,1,0.0000
Blekinge,Moose,4,11,1,0.0000
Blekinge,Moose,4,14,2,0.0625
Blekinge,Moose,4,15,1,0.0000
Blekinge,Moose,4,16,1,0.0000
Blekinge,Moose,4,17,1,0.0000
Blekinge,Moose,4,20,1,0.0000
Blekinge,Moose,4,21,6,0.3125
Blekinge,Moose,4,22,3,0.1250
Blekinge,Moose,5,3,1,0.0000
Blekinge,Moose,5,4,2,0.0625
Blekinge,Moose,5,5,1,0.0000
Blekinge,Moose,5,6,1,0.0000
Blekinge,Moose,5,8,4,0.1875
Blekinge,Moose,5,9,1,0.0000
Blekinge,Moose,5,12,1,0.0000
Blekinge,Moose,5,13,1,0.0000
Blekinge,Moose,5,14,2,0.0625
Blekinge,Moose,5,15,1,0.0000
Blekinge,Moose,5,17,2,0.0625
Blekinge,Moose,5,19,1,0.0000
Blekinge,Moose,5,20,1,0.0000
Blekinge,Moose,5,21,6,0.3125
Blekinge,Moose,5,22,9,0.5000
Blekinge,Moose,6,0,7,0.3750
Blekinge,Moose,6,1,3,0.1250
Blekinge,Moose,6,6,2,0.0625
Blekinge,Moose,6,8,2,0.0625
Blekinge,Moose,6,9,1,0.0000
Blekinge,Moose,6,10,2,0.0625
Blekinge,Moose,6,12,3,0.1250
Blekinge,Moose,6,13,1,0.0000
Blekinge,Moose,6,14,3,0.1250
Blekinge,Moose,6,15,1,0.0000
Blekinge,Moose,6,16,3,0.1250
Blekinge,Moose,6,17,1,0.0000
Blekinge,Moose,6,18,1,0.0000
Blekinge,Moose,6,21,3,0.1250
Blekinge,Moose,6,22,7,0.3750
Blekinge,Moose,6,23,12,0.6875
Blekinge,Moose,7,0,1,0.0000
Blekinge,Moose,7,1,5,0.2500
Blekinge,Moose,7,5,1,0.0000
Blekinge,Moose,7,6,1,0.0000
Blekinge,Moose,7,7,3,0.1250
Blekinge,Moose,7,8,1,0.0000
Blekinge,Moose,7,9,1,0.0000
Blekinge,Moose,7,11,2,0.0625
Blekinge,Moose,7,12,3,0.1250
Blekinge,Moose,7,15,2,0.0625
Blekinge,Moose,7,16,2,0.0625
Blekinge,Moose,7,17,1,0.0000
Blekinge,Moose,7,18,2,0.0625
Blekinge,Moose,7,20,2,0.0625
Blekinge,Moose,7,21,5,0.2500
Blekinge,Moose,7,22,6,0.3125
Blekinge,Moose,7,23,6,0.3125
Blekinge,Moose,8,0,1,0.0000
Blekinge,Moose,8,2,1,0.0000
Blekinge,Moose,8,3,1,0.0000
Blekinge,Moose,8,5,1,0.0000
Blekinge,Moose,8,6,1,0.0000
Blekinge,Moose,8,7,4,0.1875
Blekinge,Moose,8,8,1,0.0000
Blekinge,Moose,8,10,1,0.0000
Blekinge,Moose,8,11,1,0.0000
Blekinge,Moose,8,12,2,0.0625
Blekinge,Moose,8,14,2,0.0625
Blekinge,Moose,8,16,1,0.0000
Blekinge,Moose,8,19,3,0.1250
Blekinge,Moose,8,21,8,0.4375
Blekinge,Moose,8,22,3,0.1250
Blekinge,Moose,8,23,3,0.1250
Blekinge,Moose,9,0,3,0.1250
Blekinge,Moose,9,1,1,0.0000
Blekinge,Moose,9,2,2,0.0625
Blekinge,Moose,9,3,1,0.0000
Blekinge,Moose,9,5,3,0.1250
Blekinge,Moose,9,6,8,0.4375
Blekinge,Moose,9,7,9,0.5000
Blekinge,Moose,9,8,2,0.0625
Blekinge,Moose,9,9,2,0.0625
Blekinge,Moose,9,10,5,0.2500
Blekinge,Moose,9,11,2,0.0625
Blekinge,Moose,9,12,1,0.0000
Blekinge,Moose,9,13,1,0.0000
Blekinge,Moose,9,14,1,0.0000
Blekinge,Moose,9,15,4,0.1875
Blekinge,Moose,9,16,6,0.3125
Blekinge,Moose,9,17,3,0.1250
Blekinge,Moose,9,18,4,0.1875
Blekinge,Moose,9,19,6,0.3125
Blekinge,Moose,9,20,10,0.5625
Blekinge,Moose,9,21,17,1.0000
Blekinge,Moose,9,22,7,0.3750
Blekinge,Moose,9,23,3,0.1250
Blekinge,Moose,10,1,2,0.0625
Blekinge,Moose,10,2,2,0.0625
Blekinge,Moose,10,3,1,0.0000
Blekinge,Moose,10,4,1,0.0000
Blekinge,Moose,10,5,6,0.3125
Blekinge,Moose,10,6,10,0.5625
Blekinge,Moose,10,7,7,0.3750
Blekinge,Moose,10,8,4,0.1875
Blekinge,Moose,10,9,4,0.1875
Blekinge,Moose,10,10,2,0.0625
Blekinge,Moose,10,11,2,0.0625
Blekinge,Moose,10,12,1,0.0000
Blekinge,Moose,10,13,3,0.1250
Blekinge,Moose,10,14,5,0.2500
Blekinge,Moose,10,15,2,0.0625
Blekinge,Moose,10,16,7,0.3750
Blekinge,Moose,10,17,2,0.0625
Blekinge,Moose,10,18,15,0.8750
Blekinge,Moose,10,19,10,0.5625
Blekinge,Moose,10,20,12,0.6875
Blekinge,Moose,10,21,9,0.5000
Blekinge,Moose,10,22,3,0.1250
Blekinge,Moose,10,23,4,0.1875
Blekinge,Moose,11,0,2,0.0625
Blekinge,Moose,11,4,2,0.0625
Blekinge,Moose,11,5,1,0.0000
Blekinge,Moose,11,6,4,0.1875
Blekinge,Moose,11,7,7,0.3750
Blekinge,Moose,11,8,2,0.0625
Blekinge,Moose,11,9,1,0.0000
Blekinge,Moose,11,10,4,0.1875
Blekinge,Moose,11,11,3,0.1250
Blekinge,Moose,11,12,2,0.0625
Blekinge,Moose,11,13,1,0.0000
Blekinge,Moose,11,14,3,0.1250
Blekinge,Moose,11,15,1,0.0000
Blekinge,Moose,11,16,5,0.2500
Blekinge,Moose,11,17,17,1.0000
Blekinge,Moose,11,18,14,0.8125
Blekinge,Moose,11,19,2,0.0625
Blekinge,Moose,11,20,5,0.2500
Blekinge,Moose,11,21,3,0.1250
Blekinge,Moose,11,22,2,0.0625
Blekinge,Moose,11,23,4,0.1875
Blekinge,Moose,12,0,1,0.0000
Blekinge,Moose,12,6,1,0.0000
Blekinge,Moose,12,7,1,0.0000
Blekinge,Moose,12,8,3,0.1250
Blekinge,Moose,12,9,2,0.0625
Blekinge,Moose,12,10,2,0.0625
Blekinge,Moose,12,11,2,0.0625
Blekinge,Moose,12,12,1,0.0000
Blekinge,Moose,12,13,3,0.1250
Blekinge,Moose,12,14,4,0.1875
Blekinge,Moose,12,15,2,0.0625
Blekinge,Moose,12,16,4,0.1875
Blekinge,Moose,12,17,16,0.9375
Blekinge,Moose,12,18,7,0.3750
Blekinge,Moose,12,19,3,0.1250
Blekinge,Moose,12,20,2,0.0625
Blekinge,Moose,12,21,1,0.0000
Blekinge,Moose,12,22,3,0.1250
Blekinge,Moose,12,23,1,0.0000
Blekinge,Other,1,0,1,0.0000
Blekinge,Other,1,3,1,0.0000
Blekinge,Other,1,7,2,0.3333
Blekinge,Other,1,10,1,0.0000
Blekinge,Other,1,11,1,0.0000
Blekinge,Other,1,12,1,0.0000
Blekinge,Other,1,14,2,0.3333
Blekinge,Other,1,15,1,0.0000
Blekinge,Other,1,16,1,0.0000
Blekinge,Other,1,17,2,0.3333
Blekinge,Other,1,18,2,0.3333
Blekinge,Other,1,19,1,0.0000
Blekinge,Other,1,22,1,0.0000
Blekinge,Other,1,23,1,0.0000
Blekinge,Other,2,6,1,0.0000
Blekinge,Other,2,7,1,0.0000
Blekinge,Other,2,9,1,0.0000
Blekinge,Other,2,12,2,0.3333
Blekinge,Other,2,13,1,0.0000
Blekinge,Other,2,14,1,0.0000
Blekinge,Other,2,17,2,0.3333
Blekinge,Other,2,18,3,0.6667
Blekinge,Other,2,20,1,0.0000
Blekinge,Other,2,21,1,0.0000
Blekinge,Other,3,5,1,0.0000
Blekinge,Other,3,10,2,0.3333
Blekinge,Other,3,11,2,0.3333
Blekinge,Other,3,13,3,0.6667
Blekinge,Other,3,14,1,0.0000
Blekinge,Other,3,15,1,0.0000
Blekinge,Other,3,16,2,0.3333
Blekinge,Other,3,17,1,0.0000
Blekinge,Other,3,18,2,0.3333
Blekinge,Other,3,20,1,0.0000
Blekinge,Other,3,21,1,0.0000
Blekinge,Other,3,23,1,0.0000
Blekinge,Other,4,6,1,0.0000
Blekinge,Other,4,8,1,0.0000
Blekinge,Other,4,10,2,0.3333
Blekinge,Other,4,11,1,0.0000
Blekinge,Other,4,12,2,0.3333
Blekinge,Other,4,13,1,0.0000
Blekinge,Other,4,19,1,0.0000
Blekinge,Other,4,21,3,0.6667
Blekinge,Other,4,23,1,0.0000
Blekinge,Other,5,0,1,0.0000
Blekinge,Other,5,1,1,0.0000
Blekinge,Other,5,3,1,0.0000
Blekinge,Other,5,7,1,0.0000
Blekinge,Other,5,8,1,0.0000
Blekinge,Other,5,10,4,1.0000
Blekinge,Other,5,11,1,0.0000
Blekinge,Other,5,13,1,0.0000
Blekinge,Other,5,19,1,0.0000
Blekinge,Other,5,22,2,0.3333
Blekinge,Other,5,23,3,0.6667
Blekinge,Other,6,0,1,0.0000
Blekinge,Other,6,1,1,0.0000
Blekinge,Other,6,2,1,0.0000
Blekinge,Other,6,6,1,0.0000
Blekinge,Other,6,7,1,0.0000
Blekinge,Other,6,8,3,0.6667
Blekinge,Other,6,9,2,0.3333
Blekinge,Other,6,10,1,0.0000
Blekinge,Other,6,14,1,0.0000
Blekinge,Other,6,17,2,0.3333
Blekinge,Other,6,18,1,0.0000
Blekinge,Other,6,20,1,0.0000
Blekinge,Other,6,22,1,0.0000
Blekinge,Other,7,1,2,0.3333
Blekinge,Other,7,4,2,0.3333
Blekinge,Other,7,5,1,0.0000
Blekinge,Other,7,7,2,0.3333
Blekinge,Other,7,9,2,0.3333
Blekinge,Other,7,12,1,0.0000
Blekinge,Other,7,14,1,0.0000
Blekinge,Other,7,15,1,0.0000
Blekinge,Other,7,18,1,0.0000
Blekinge,Other,8,6,1,0.0000
Blekinge,Other,8,7,2,0.3333
Blekinge,Other,8,9,1,0.0000
Blekinge,Other,8,11,1,0.0000
Blekinge,Other,8,12,1,0.0000
Blekinge,Other,8,13,2,0.3333
Blekinge,Other,8,14,1,0.0000
Blekinge,Other,8,16,1,0.0000
Blekinge,Other,8,19,2,0.3333
Blekinge,Other,8,20,1,0.0000
Blekinge,Other,8,21,1,0.0000
Blekinge,Other,8,22,3,0.6667
Blekinge,Other,8,23,1,0.0000
Blekinge,Other,9,6,1,0.0000
Blekinge,Other,9,7,1,0.0000
Blekinge,Other,9,8,1,0.0000
Blekinge,Other,9,10,1,0.0000
Blekinge,Other,9,12,1,0.0000
Blekinge,Other,9,13,1,0.0000
Blekinge,Other,9,14,1,0.0000
Blekinge,Other,9,15,1,0.0000
Blekinge,Other,9,17,1,0.0000
Blekinge,Other,9,18,2,0.3333
Blekinge,Other,9,21,1,0.0000
Blekinge,Other,9,22,1,0.0000
Blekinge,Other,9,23,3,0.6667
Blekinge,Other,10,5,1,0.0000
Blekinge,Other,10,7,1,0.0000
Blekinge,Other,10,8,1,0.0000
Blekinge,Other,10,9,1,0.0000
Blekinge,Other,10,10,1,0.0000
Blekinge,Other,10,11,2,0.3333
Blekinge,Other,10,13,1,0.0000
Blekinge,Other,10,15,3,0.6667
Blekinge,Other,10,16,2,0.3333
Blekinge,Other,10,17,2,0.3333
Blekinge,Other,10,20,1,0.0000
Blekinge,Other,10,21,1,0.0000
Blekinge,Other,10,22,1,0.0000
Blekinge,Other,11,0,2,0.3333
Blekinge,Other,11,1,2,0.3333
Blekinge,Other,11,5,1,0.0000
Blekinge,Other,11,7,3,0.6667
Blekinge,Other,11,9,1,0.0000
Blekinge,Other,11,10,1,0.0000
Blekinge,Other,11,13,3,0.6667
Blekinge,Other,11,14,1,0.0000
Blekinge,Other,11,15,1,0.0000
Blekinge,Other,11,18,3,0.6667
Blekinge,Other,11,20,1,0.0000
Blekinge,Other,11,21,1,0.0000
Blekinge,Other,11,22,2,0.3333
Blekinge,Other,12,1,1,0.0000
Blekinge,Other,12,5,2,0.3333
Blekinge,Other,12,6,1,0.0000
Blekinge,Other,12,9,1,0.0000
Blekinge,Other,12,10,1,0.0000
Blekinge,Other,12,13,2,0.3333
Blekinge,Other,12,14,1,0.0000
Blekinge,Other,12,15,2,0.3333
Blekinge,Other,12,16,2,0.3333
Blekinge,Other,12,17,1,0.0000
Blekinge,Other,12,18,1,0.0000
Blekinge,Other,12,19,1,0.0000
Blekinge,Other,12,20,1,0.0000
Blekinge,Other,12,22,1,0.0000
Blekinge,Red Deer,1,1,1,0.0000
Blekinge,Red Deer,3,6,1,0.0000
Blekinge,Red Deer,4,1,1,0.0000
Blekinge,Red Deer,4,20,1,0.0000
Blekinge,Red Deer,5,21,1,0.0000
Blekinge,Red Deer,9,6,1,0.0000
Blekinge,Red Deer,9,18,1,0.0000
Blekinge,Red Deer,9,21,1,0.0000
Blekinge,Red Deer,9,22,1,0.0000
Blekinge,Red Deer,10,5,1,0.0000
Blekinge,Red Deer,10,8,2,1.0000
Blekinge,Red Deer,10,9,1,0.0000
Blekinge,Red Deer,10,19,1,0.0000
Blekinge,Red Deer,10,20,1,0.0000
Blekinge,Red Deer,10,21,1,0.0000
Blekinge,Red Deer,10,22,2,1.0000
Blekinge,Red Deer,11,19,1,0.0000
Blekinge,Red Deer,12,0,1,0.0000
Blekinge,Red Deer,12,5,2,1.0000
Blekinge,Red Deer,12,9,1,0.0000
Blekinge,Roe Deer,1,0,22,0.0885
Blekinge,Roe Deer,1,1,22,0.0885
Blekinge,Roe Deer,1,2,14,0.0469
Blekinge,Roe Deer,1,3,20,0.0781
Blekinge,Roe Deer,1,4,18,0.0677
Blekinge,Roe Deer,1,5,26,0.1094
Blekinge,Roe Deer,1,6,69,0.3333
Blekinge,Roe Deer,1,7,82,0.4010
Blekinge,Roe Deer,1,8,54,0.2552
Blekinge,Roe Deer,1,9,26,0.1094
Blekinge,Roe Deer,1,10,22,0.0885
Blekinge,Roe Deer,1,11,18,0.0677
Blekinge,Roe Deer,1,12,15,0.0521
Blekinge,Roe Deer,1,13,11,0.0312
Blekinge,Roe Deer,1,14,14,0.0469
Blekinge,Roe Deer,1,15,17,0.0625
Blekinge,Roe Deer,1,16,71,0.3437
Blekinge,Roe Deer,1,17,137,0.6875
Blekinge,Roe Deer,1,18,61,0.2917
Blekinge,Roe Deer,1,19,52,0.2448
Blekinge,Roe Deer,1,20,44,0.2031
Blekinge,Roe Deer,1,21,50,0.2344
Blekinge,Roe Deer,1,22,35,0.1562
Blekinge,Roe Deer,1,23,44,0.2031
Blekinge,Roe Deer,2,0,16,0.0573
Blekinge,Roe Deer,2,1,16,0.0573
Blekinge,Roe Deer,2,2,7,0.0104
Blekinge,Roe Deer,2,3,8,0.0156
Blekinge,Roe Deer,2,4,15,0.0521
Blekinge,Roe Deer,2,5,33,0.1458
Blekinge,Roe Deer,2,6,68,0.3281
Blekinge,Roe Deer,2,7,104,0.5156
